dom;conglomerado;peso;a01.2019;a02.2019;b_tfam.2019;b_totmorad.2019;b_cond_inf.2019;b_nfam.2019;b_nindiv.2019;b01_1.2019;b01_2.2019;b02.2019;b03.2019;b04.2019;b05.2019;b06.2019;c01.2019;c02_1.2019;c02_1a.2019;c02_1ns.2019;c02_2.2019;c02_2a.2019;c02_2ns.2019;c02_3.2019;c02_3b.2019;c02_3a.2019;c02_3ns.2019;c03_1.2019;c03_2.2019;c03_3.2019;c03_4.2019;c03_5.2019;c03_6.2019;c03_7.2019;c03_8.2019;q01.2019;q02.2019;q03.2019;q05.2019;q06.2019;d06.2019;q15.2019;q17_1.2019;q17_2.2019;q17_3.2019;q17_4.2019;q17_5.2019;q17_6.2019;q17_7.2019;q17_8.2019;q17_9.2019;q17_10.2019;d12_1.2019;d12_2.2019;d12_3.2019;d12_ns.2019;tempo_procura_desemp.2019;d16_11.2019;d16_12.2019;d16_1ns.2019;d16_21.2019;d16_22.2019;d16_2ns.2019;d16_31.2019;d16_32.2019;d16_3ns.2019;d16_41.2019;d16_42.2019;d16_4ns.2019;d16_51.2019;d16_52.2019;d16_5ns.2019;d16_61.2019;d16_62.2019;d16_6ns.2019;d16_71.2019;d16_72.2019;d16_7ns.2019;d16_81.2019;d16_82.2019;d16_8ns.2019;estuda.2019;analfabeto.2019;instrucao.2019;sit.2019;pia.2019;pea.2019;pos_ocup.2019;pos_ocup1.2019;tamanho_renda.2019;rdomic.2019;rdpc.2019;n_família_orig.2019;n_amostra_domicílio.2019;q01.2020;q02.2020;q03.2020;q04.2020;q05.2020;q06.2020;q07.2020;q08.2020;q09.2020;q10.2020;q11.2020;q12.2020;q13.2020;q14.2020;q15.2020;q16_1.2020;q16_2.2020;q16_3.2020;q16_4.2020;q16_5.2020;q17_1.2020;q17_2.2020;q17_3.2020;q17_4.2020;q17_5.2020;q17_6.2020;q17_7.2020;q17_8.2020;q17_9.2020;q17_10.2020;q18.2020;q19_aa.2020;q19_mm.2020;q19_dd.2020;tempo_ult_trab_desemp.2020;q20.2020;q21.2020;q22_aa.2020;q22_mm.2020;q22_dd.2020;tempo_ult_trab_inativo.2020;q23.2020;q24.2020;q25.2020;q26_1.2020;q26_2.2020;q26_3.2020;q26_4.2020;q26_5.2020;q26_6.2020;q26_7.2020;q26_8.2020;q26_9.2020;q26_10.2020;q26_11.2020;q26_12.2020;q26_13.2020;q27.2020;q28_1.2020;q28_2.2020;q29.2020;q30.2020;q32.2020;sit.2020;pia.2020;pea.2020;pos_ocup.2020;pos_ocup1.2020;fx_etaria.2019;setor.2020;setor.2019;fluxo20x19
47536;173;1,1912;4;1;1;2;1;1;2;4;4;27;2;3;1;5;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;2;2;2;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1300; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;1;1;1;1;1;2;2350;1175;2;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1; ;4; ;4; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;1000;46;2;1;1; ; ;4; ;5;201
47542;173;1,1912;4;1;1;3;1;1;2;2;2;79;2;3;2;1;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;2;2;1;4; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;998; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;1;1;3;1;2; ; ;3;-1;-1;3;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2; ; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;3;2800; ;3;1;2; ; ;6; ; ;303
47542;173;1,1912;4;1;1;3;1;1;3;4;4;39;2;3;1;2;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;2;2;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;9;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;2;1;1;1;1;1;3;-1;-1;3;2;1;1;1; ; ; ;14;1;3;44;1;3;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1800;2;2; ; ;14;1;1;1;1;1;4;2;2;101
47551;345;1,2857;4;1;1;3;2;1;1;1;1;45;1;2;2;2;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;2;1;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1500; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;1;2;1;1;1;1;1;3;2700;900;3;2;1;1;1; ; ; ;46;1;3;48;1;3;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1200;2;2; ; ;46;1;1;1;1;1;5;5;5;101
47551;345;1,2857;4;1;1;3;2;1;2;2;2;43;2;2;1;3;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;2;1;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1200; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;3;1;1;1;1;1;3;2700;900;3;2;1;1;8; ; ; ;51;2;3;40;1;3;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1000;1;2;2;2800;99;1;1;1;8;8;5;6;99;101
47552;345;1,2857;4;2;1;2;1;1;2;4;4;41;1;3;1;5;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;1;2;2;1;4; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;3;1;2; ; ;2;998;499;2;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;1;17; ; ;204;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;5;1200; ;3;1;2; ; ;5; ; ;303
47554;345;1,2857;4;1;1;4;3;1;3;4;4;29;2;1;10;6;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;2;2;2;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2000; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;3;5;1;1;1;1;1;4;37000;9250;4;3;1;1;1; ; ; ;48;1;1;32;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2300;2;1;2;2300;48;1;1;1;1;1;4;5;5;101
47558;345;1,2857;4;1;1;4;3;1;1;1;1;52;1;1;1;5;2;9; ; ;9; ; ;9; ; ; ;1;1;1;9;1;1;1;1;1;1;4;4; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1500; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;1;1;1;5;4;4;6000;1500;4;4;1;1;4;3;5; ;30;1;1;56;1;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1000;2;2; ; ;30;1;1;1;5;4;5;4;4;101
47558;345;1,2857;4;1;1;4;3;1;2;2;2;56;2;1;1;5;2;9; ; ;9; ; ;9; ; ; ;1;1;1;9;1;1;1;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1500; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;1;1;1;1;1;4;6000;1500;4;4;1;1;1; ; ; ;42;1;3;40;1;3;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1045;2;1; ; ;42;1;1;1;1;1;5;5;5;101
47558;345;1,2857;4;1;1;4;3;1;4;4;4;28;2;1;1;5;2;9; ; ;9; ; ;9; ; ; ;1;1;1;9;1;1;1;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1500; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;1;1;1;1;1;4;6000;1500;4;4;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;0;1;1;0;0;1;0;0;0;0;0;1; ;3; ;3; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;3;2045;30;2;1;1; ; ;4; ;4;201
47562;345;1,2857;4;2;1;2;2;1;1;1;1;72;1;2;1;2;1;2; ; ;1;998; ;2; ; ; ;1;1;1;1;1;9;9;1;4; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;2;3;1;2; ; ;2;8598;4299;2;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;1; ;7; ;7;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;9100; ;3;1;2; ; ;6; ; ;303
47568;346;1,2857;1;2;1;3;2;1;1;1;1;52;1;1;1;2;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;2;1;1;1;1;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;17001; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;2;1;1;1;2;1;3;18599;6199,66666666667;3;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;1;10; ; ;120;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;3;3000;99;3;1;2; ; ;5; ;99;301
47568;346;1,2857;1;2;1;3;2;1;3;4;4;18;1;3;1;5;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;2;1;1;1;1;10; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;600; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;1;1;1;3;1;3;18599;6199,66666666667;3;2;1;1;3; ; ; ;47;1;3;40;1;3;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2000;2;2; ; ;47;1;1;1;3;1;3;5;5;101
47573;346;1,2857;1;2;1;3;2;1;1;1;1;41;1;3;1;5;2;9; ; ;9; ; ;9; ; ; ;1;2;2;1;2;2;9;1;4; ; ; ; ; ;1;1;0;0;0;0;0;0;0;0;0;2; ; ; ;102,857142857143;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;2;1;1; ; ;3;1500;500;3;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ;9; ;9; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ;2;2;4;1000; ;2;1;1; ; ;5; ; ;202
47573;346;1,2857;1;2;1;3;2;1;2;2;2;34;2;3;1;4;2;9; ; ;9; ; ;9; ; ; ;1;2;2;1;2;2;9;1;1;1;9; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1500; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;3;1;1;1;9;8;3;1500;500;3;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;1;1; ; ;12;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ;51;3;1;2; ; ;4; ;6;301
47574;346;1,2857;1;2;1;4;1;1;1;1;1;36;1;3;1;5;1;1;259; ;2; ; ;2; ; ; ;1;1;1;1;9;9;1;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1034; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;1;1;1;1;1;4;1293;323,25;4;2;1;1;2; ;2; ;46;1;3;48;1;3;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2000;2;2; ; ;46;1;1;1;2;1;4;5;5;101
47574;346;1,2857;1;2;1;4;1;1;2;2;2;34;2;3;1;5;1;1;259; ;2; ; ;2; ; ; ;1;1;1;1;9;9;1;1;4; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;3;1;2; ; ;4;1293;323,25;4;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2; ; ; ; ;2; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1;2;4;3200; ;3;1;2; ; ;4; ; ;303
47576;346;1,2857;1;2;1;2;1;1;1;1;1;50;1;3;2;1;2;9; ; ;9; ; ;9; ; ; ;1;2;2;2;2;2;2;1;4; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;1;1;3;1;2; ; ;2;998;499;2;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;1;2; ; ;24;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;0; ;3;1;2; ; ;5; ; ;303
47576;346;1,2857;1;2;1;2;1;1;2;2;2;58;2;3;1;3;2;9; ; ;9; ; ;9; ; ; ;1;2;2;2;2;2;2;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;998; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;3;1;1;1;1;1;2;998;499;2;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1; ;7; ;7; ; ; ; ; ; ; ; ;1;0;0;0;0;0;1;0;0;0;0;0;0;0; ;2;2; ; ;46;2;1;1; ; ;5; ;5;201
47578;346;1,2857;1;2;1;1;1;1;1;1;1;39;1;3;1;5;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;2;2;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2500; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;1;1;1;1;1;1;2500;2500;1;1;1;1;4;2;4; ;41;6;3;80;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1500;2;2;5;4500;20;1;1;1;4;4;4;5;3;101
47579;346;1,2857;1;2;1;3;2;1;1;1;1;44;1;1;1;2;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;2;2;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1600; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;2;1;1;1;1;1;3;5100;1700;3;3;1;1;1; ; ; ;30;1;3;44;1;3;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1700;2;1;5;5600;30;1;1;1;1;1;5;4;4;101
47579;346;1,2857;1;2;1;3;2;1;2;2;2;45;2;3;1;7;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;2;2;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2000; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;7;1;1;1;1;1;3;5100;1700;3;3;4;1;1; ; ; ;48;1;2;20;1;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2300;2;1; ; ;48;1;1;1;1;1;5;5;5;101
47579;346;1,2857;1;2;1;3;2;1;3;4;4;18;1;3;1;5;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;2;2;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1500; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;1;1;1;1;1;3;5100;1700;3;3;1;1;1; ; ; ;12;1;3;44;1;3;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1600;2;2; ; ;12;1;1;1;1;1;3;2;2;101
47587;166;1,5349;4;2;1;5;1;1;1;1;1;44;2;1;1;5;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;2;1;1;4; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;3;1;2; ; ;5;5000;1000;5;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;1;12; ; ;144;1;40;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;5;6000; ;3;1;2; ; ;5; ; ;303
47587;166;1,5349;4;2;1;5;1;1;2;2;2;52;1;4;1;7;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;2;1;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;5000; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;7;1;1;1;1;1;5;5000;1000;5;2;1;1;2; ;4; ;46;1;3;40;1;3;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6000;2;2; ; ;46;1;1;1;2;1;5;5;5;101
47610;203;1,3091;1;2;1;2;1;1;1;1;1;59;2;1;1;2;1;1;89; ;9; ; ;9; ; ; ;1;1;1;1;1;1;2;1;4; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;2;3;1;2; ; ;2;-1;-1;2;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ;1;5; ; ;60; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;3;99999; ;2;1;1; ; ;5; ; ;203
47610;203;1,3091;1;2;1;2;1;1;2;4;4;31;2;1;1;5;1;1;89; ;9; ; ;9; ; ; ;1;1;1;1;1;1;2;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;9;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;1;1;1;1;1;2;-1;-1;2;2;1;1;1; ; ; ;99;1;3; ;1;4;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99999;2;2; ; ;99;1;1;1;1;1;4;99;99;101
47620;182;2,0652;4;3;1;3;1;1;1;1;1;59;2;1;1;7;9;9; ; ;9; ; ;9; ; ; ;9;9;9;9;9;9;9;9;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;10000; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;7;1;1;1;1;1;3;25000;8333,33333333333;3;3;1;1;3; ; ; ;48;4;2;40;1;3;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15000;2;2;3;30000;48;1;1;1;3;1;5;5;5;101
47620;182;2,0652;4;3;1;3;1;1;2;2;2;62;1;1;1;7;9;9; ; ;9; ; ;9; ; ; ;9;9;9;9;9;9;9;9;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;15000; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;7;1;1;1;1;1;3;25000;8333,33333333333;3;3;1;1;3; ; ; ;48;4;2;40;1;3;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15000;2;2; ; ;48;1;1;1;3;1;6;5;5;101
47620;182;2,0652;4;3;1;3;1;1;3;4;4;18;1;1;1;5;9;9; ; ;9; ; ;9; ; ; ;9;9;9;9;9;9;9;9;4; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;3;1;2; ; ;3;25000;8333,33333333333;3;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2; ; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2; ; ; ;3;1;2; ; ;3; ; ;303
47621;182;2,0652;4;3;1;1;1;1;1;1;1;26;1;1;1;7;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;1;1;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;12500; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;7;1;1;1;1;1;1;12500;12500;1;1;1;1;1; ; ; ;43;1;2;40;1;3;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99999;2;2;1;99999;43;1;1;1;1;1;4;5;5;101
47626;182;2,0652;4;3;1;1;1;1;1;1;1;27;1;1;1;7;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;1;2;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;6000; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;7;1;1;1;1;1;1;6000;6000;1;1;1;1;1; ; ; ;47;5;2;40;1;2;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4000;2;2;1;4000;47;1;1;1;1;1;4;5;5;101
47637;295;1,3091;4;2;1;2;1;1;1;1;1;58;2;1;1;2;1;2; ; ;1;998; ;2; ; ; ;1;1;1;2;1;2;1;1;4; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;2;3;1;2; ; ;2;998;499;2;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2; ; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;1500; ;3;1;2; ; ;5; ; ;303
47638;295;1,3091;4;1;1;2;1;1;1;1;1;56;1;1;1;7;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;1;1;1;1;1;1;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2500; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;7;1;1;1;2;1;2;3500;1750;2;2;1;1;4;1;1; ;48;1;3;5;1;2;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1200;1;2; ; ;48;1;1;1;5;4;5;5;5;101
47638;295;1,3091;4;1;1;2;1;1;2;2;2;50;2;1;1;7;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;1;1;1;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1000; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;7;1;1;1;1;1;2;3500;1750;2;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;1; ;1; ;1;1;40;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;1;2;1800;43;3;1;2; ; ;5; ;5;301
47639;295;1,3091;4;1;1;7;2;1;2;2;2;44;2;1;10;6;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;1;1;1;4; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;3;5;3;1;2; ; ;7;6000;857,142857142857;7;1;1;1;4;3;4; ;48;2;2;30;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1000;2;2;7;4000; ;1;1;1;4;4;5;5; ;103
47645;246;1,1912;4;1;1;2;1;1;1;1;1;56;2;2;1;2;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;1;1;2;1;1;1;4;1; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1000; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;2;1;1;1;4;4;2;2000;1000;2;1;1;1;4;3;4; ;42;5;3;0;1;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99999;1;2;2;600;42;1;1;1;4;4;5;5;5;101
